iteration, x
0, 0.5235987755982988
1, 0.5235595892288983
2, 0.5234421581194378
3, 0.5232466724890658
4, 0.5229733395633183
5, 0.5226223745528942
6, 0.5221940151266145
7, 0.5216885155980397
8, 0.52110614283563
9, 0.5204471570028447
10, 0.519711832345764
11, 0.5189004321935129
12, 0.518013268540695
13, 0.5170506334708301
14, 0.5160128294405094
15, 0.5149002017086893
16, 0.5137130459245699
17, 0.5124517453908595
18, 0.5111166137975034
19, 0.5097080174803056
20, 0.508226334421318
21, 0.5066719331903797
22, 0.5050451984618366
23, 0.5033465238786001
24, 0.5015763288527223
25, 0.499735024166096
26, 0.4978230358991518
27, 0.4958408003946326
28, 0.49378875924861876
29, 0.49166734797533235
30, 0.4894770363310422
31, 0.48721829345994494
32, 0.4848915975529113
33, 0.4824974314584346
34, 0.4800362864977359
35, 0.47750866866182995
36, 0.474915089888139
37, 0.47225607089263205
38, 0.4695321337521019
39, 0.46674381569141266
40, 0.46389166290239436
41, 0.4609762287039868
42, 0.4579980745346417
43, 0.45495776226361956
44, 0.4518558728675314
45, 0.44869299167353655
46, 0.44546971228427107
47, 0.4421866345797953
48, 0.4388443629189122
49, 0.435443515792867
50, 0.43198471690212237
51, 0.42846859761464073
52, 0.4248957944805436
53, 0.42126695194418157
54, 0.41758272351770664
55, 0.4138437688283185
56, 0.4100507545404282
57, 0.40620435427320356
58, 0.40230524851811555
59, 0.3983541245564841
60, 0.394351676377024
61, 0.3902986061883684
62, 0.3861956313628289
63, 0.3820434608628935
64, 0.37784281665301983
65, 0.37359442728802944
66, 0.3692990278498366
67, 0.3649573598841763
68, 0.36057017133733305
69, 0.35613821649286953
70, 0.3516622291932857
71, 0.34714298629844886
72, 0.34258125847838256
73, 0.33797782035239526
74, 0.3333334520032006
75, 0.32864893888270574
76, 0.32392507171780016
77, 0.3191626464161439
78, 0.314362462348228
79, 0.3095253253891577
80, 0.30465204667547713
81, 0.299743441557488
82, 0.2948003300537264
83, 0.2898235367545618
84, 0.2848138907257958
85, 0.27977222541226215
86, 0.2746993683880477
87, 0.2695961516240849
88, 0.2644634273648177
89, 0.2593020424098148
90, 0.2541128470639139
91, 0.24889669502038675
92, 0.24365444324410465
93, 0.238386951854704
94, 0.2330950818847881
95, 0.22777969153798835
96, 0.22244165385381195
97, 0.21708183901277936
98, 0.2117011195913064
99, 0.20630037043552563
100, 0.2008804685351081
101, 0.1954422928970851
102, 0.1899867243901312
103, 0.18451462739444122
